Date,Open,High,Low,Close,Adj Close,Volume
2017-09-01,431.799988,442.500000,427.500000,432.875000,417.654755,1600518
2017-09-04,436.950012,436.950012,428.500000,430.299988,415.170227,1149942
2017-09-05,429.000000,431.250000,424.200012,429.950012,414.832550,1095614
2017-09-06,431.500000,436.000000,423.100006,425.524994,410.563141,1658772
2017-09-07,428.700012,431.850006,425.625000,429.649994,414.543152,2949318
2017-09-08,433.450012,434.750000,428.049988,429.750000,414.639557,2320104
2017-09-11,431.000000,433.649994,426.000000,430.350006,415.218475,1439608
2017-09-12,433.500000,433.500000,428.075012,432.024994,416.834564,1698738
2017-09-13,432.000000,437.500000,430.850006,435.649994,420.332031,2237308
2017-09-14,438.000000,441.024994,435.649994,440.399994,424.915100,2327652
2017-09-15,440.899994,446.674988,434.149994,443.524994,427.930237,3502380
2017-09-18,445.000000,449.250000,444.500000,448.674988,432.899139,1361938
2017-09-19,449.000000,449.000000,444.625000,446.825012,431.114227,1095726
2017-09-20,447.500000,448.325012,442.500000,444.725006,429.088043,1792966
2017-09-21,445.399994,447.000000,434.524994,435.149994,419.849731,5197522
2017-09-22,435.000000,445.000000,434.799988,442.225006,426.675995,6281534
2017-09-25,440.000000,442.000000,435.049988,437.024994,421.658752,3550896
2017-09-26,439.450012,443.450012,432.149994,436.825012,421.465851,3446850
2017-09-27,437.975006,440.475006,436.049988,437.325012,421.948212,2541882
2017-09-28,437.325012,440.375000,430.825012,437.600006,422.213593,6193068
2017-09-29,438.500000,443.125000,433.350006,437.399994,422.020630,2360270
2017-10-03,439.225006,443.725006,438.375000,441.274994,425.759369,2684244
2017-10-04,441.950012,444.225006,439.000000,443.299988,427.713165,1240900
2017-10-05,444.000000,450.850006,442.575012,446.575012,430.872955,3552176
2017-10-06,443.899994,454.500000,443.899994,453.950012,437.988617,3640948
2017-10-09,453.875000,453.875000,448.725006,451.399994,435.528381,1206462
2017-10-10,452.500000,458.500000,448.549988,449.799988,433.984589,3423160
2017-10-11,449.750000,458.000000,449.750000,454.475006,438.495209,4337494
2017-10-12,456.000000,460.000000,453.149994,458.000000,441.896301,2076624
2017-10-13,459.875000,468.000000,456.950012,463.250000,446.961639,2210684
2017-10-16,463.250000,466.450012,460.000000,461.500000,445.273254,1651154
2017-10-17,459.149994,466.924988,459.149994,461.649994,445.417938,960424
2017-10-18,463.000000,465.500000,458.899994,461.850006,445.610901,1160686
2017-10-19,458.299988,463.000000,458.299988,461.149994,444.935547,58388
2017-10-23,461.399994,471.899994,461.049988,468.625000,452.147736,3597394
2017-10-24,469.500000,469.750000,454.024994,457.274994,441.196747,3155652
2017-10-25,447.200012,462.000000,438.000000,453.524994,437.578613,6147680
2017-10-26,453.375000,455.000000,429.000000,434.524994,419.246735,11565142
2017-10-27,435.024994,435.899994,426.125000,427.475006,412.444580,4592368
2017-10-30,430.000000,431.725006,416.000000,418.174988,403.471558,7251452
2017-10-31,420.000000,430.325012,418.500000,427.899994,412.854584,2958728
2017-11-01,430.000000,430.325012,419.000000,420.325012,406.495941,3257662
2017-11-02,422.200012,430.000000,420.575012,428.950012,414.837189,2965682
2017-11-03,430.000000,430.000000,422.475006,423.575012,409.639038,2761172
2017-11-06,426.000000,427.625000,418.799988,422.524994,408.623535,2273368
2017-11-07,425.000000,440.000000,422.149994,438.375000,423.952148,5960612
2017-11-08,441.000000,442.375000,432.674988,439.299988,424.846649,3821814
2017-11-09,439.750000,444.225006,436.225006,437.975006,423.565186,1600452
2017-11-10,440.475006,440.475006,431.350006,433.524994,419.261658,3070800
2017-11-13,432.250000,439.200012,432.250000,434.750000,420.446320,5322040
2017-11-14,434.000000,442.424988,433.049988,434.899994,420.591400,2012894
2017-11-15,438.500000,438.500000,423.000000,424.174988,410.219269,3122146
2017-11-16,424.850006,429.350006,419.350006,425.950012,411.935883,2181070
2017-11-17,424.450012,428.100006,419.250000,420.000000,406.181671,3096988
2017-11-20,421.500000,424.225006,418.450012,421.075012,407.221252,2260478
2017-11-21,421.549988,423.100006,417.549988,418.850006,405.069489,2987142
2017-11-22,419.274994,422.149994,417.200012,421.075012,407.221252,2269436
2017-11-23,424.000000,428.000000,421.100006,426.850006,412.806244,2332448
2017-11-24,427.500000,431.750000,427.500000,429.200012,415.078949,1646756
2017-11-27,428.750000,431.500000,426.549988,430.350006,416.191132,1592740
2017-11-28,430.500000,432.024994,428.399994,429.625000,415.489990,2108650
2017-11-29,430.000000,431.475006,423.075012,426.575012,412.540314,1523670
2017-11-30,425.000000,428.950012,421.149994,424.000000,410.050018,6822606
2017-12-01,423.500000,424.975006,413.549988,415.000000,401.346130,2768524
2017-12-04,418.000000,424.850006,412.424988,423.975006,410.025848,1793768
2017-12-05,423.950012,426.450012,419.549988,424.000000,410.050018,1980098
2017-12-06,422.750000,430.075012,422.500000,429.299988,415.175629,3179456
2017-12-07,430.075012,433.500000,426.799988,431.750000,417.545013,2450146
2017-12-08,434.850006,436.399994,431.700012,435.225006,420.905762,1739846
2017-12-11,437.250000,441.000000,435.875000,440.000000,425.523621,1597008
2017-12-12,440.500000,440.899994,435.125000,437.600006,423.202606,2921624
2017-12-13,435.000000,436.774994,431.524994,433.174988,418.923218,8609940
2017-12-14,431.500000,442.524994,431.100006,441.424988,426.901703,6365040
2017-12-15,444.450012,448.225006,442.500000,445.899994,431.229523,4469222
2017-12-18,444.049988,445.875000,437.875000,442.500000,427.941376,2615662
2017-12-19,444.500000,444.500000,432.500000,434.725006,420.422150,3971188
2017-12-20,435.000000,437.500000,432.000000,434.924988,420.615601,2109744
2017-12-21,437.000000,446.000000,435.725006,445.125000,430.480011,2859366
2017-12-22,445.500000,446.450012,439.049988,443.450012,428.860107,2104074
2017-12-26,441.049988,446.649994,441.024994,444.225006,429.609650,2127136
2017-12-27,443.000000,445.799988,440.274994,441.825012,427.288574,801620
2017-12-28,441.000000,445.424988,437.799988,439.149994,424.701569,2319726
2017-12-29,439.149994,450.875000,437.500000,445.250000,430.600891,3093850
2018-01-01,444.500000,445.350006,437.975006,439.350006,424.894989,1286288
2018-01-02,438.450012,447.500000,438.424988,446.399994,431.713043,1906518
2018-01-03,446.500000,453.899994,446.500000,448.649994,433.888977,2583906
2018-01-04,448.000000,449.725006,441.524994,446.549988,431.858154,1193460
2018-01-05,444.125000,451.500000,441.149994,450.024994,435.218811,1492292
2018-01-08,450.075012,451.700012,447.549988,450.250000,435.436371,2353168
2018-01-09,450.250000,451.424988,442.500000,446.924988,432.220795,2504270
2018-01-10,446.000000,459.000000,445.549988,457.924988,442.858826,3400572
2018-01-11,459.500000,462.450012,455.024994,458.450012,443.366577,4243446
2018-01-12,459.250000,464.000000,456.125000,462.950012,447.718567,1980698
2018-01-15,462.500000,465.549988,452.750000,454.625000,439.667450,2536486
2018-01-16,457.049988,477.500000,455.000000,474.625000,459.009460,8963404
2018-01-17,475.000000,481.799988,471.649994,476.424988,460.750214,5498922
2018-01-18,476.500000,479.825012,470.250000,477.125000,461.427216,1869500
2018-01-19,478.500000,483.500000,473.075012,479.149994,463.385590,4748438
2018-01-22,480.000000,487.450012,472.500000,483.174988,467.278046,4431318
2018-01-23,484.975006,500.000000,484.274994,497.674988,481.301086,5015202
2018-01-24,497.000000,520.349976,496.000000,509.225006,492.471100,9269776
2018-01-25,509.399994,510.000000,495.024994,504.774994,488.167450,5307454
2018-01-29,505.000000,510.500000,502.524994,506.024994,490.347748,4013296
2018-01-30,508.750000,508.750000,499.000000,500.200012,484.703217,2711352
2018-01-31,499.975006,508.950012,490.850006,493.274994,477.992737,3221144
2018-02-01,491.049988,507.475006,484.500000,492.450012,477.193329,3055658
2018-02-02,490.000000,503.850006,488.924988,495.450012,480.100342,3345056
2018-02-05,495.000000,500.899994,490.000000,496.575012,481.190613,2177578
2018-02-06,482.475006,484.375000,474.024994,476.924988,462.149323,3310994
2018-02-07,479.100006,479.500000,461.000000,469.274994,454.736328,4051696
2018-02-08,472.875000,481.500000,468.750000,472.174988,457.546478,2896536
2018-02-09,467.500000,485.299988,461.274994,482.000000,467.067108,3456506
2018-02-12,482.750000,486.375000,468.674988,469.575012,455.027069,2975588
2018-02-14,469.899994,479.899994,465.149994,468.899994,454.372955,2889532
2018-02-15,472.000000,474.825012,466.000000,469.850006,455.293488,2281842
2018-02-16,472.500000,485.475006,465.500000,468.549988,454.033752,5698140
2018-02-19,468.924988,469.850006,450.049988,457.100006,442.938477,2925546
2018-02-20,458.000000,462.600006,452.500000,453.725006,439.668060,2462802
2018-02-21,459.000000,473.899994,456.000000,471.450012,456.843933,5569512
2018-02-22,471.500000,481.500000,465.774994,470.500000,455.923401,8186574
2018-02-23,474.450012,483.950012,471.450012,477.799988,462.997101,5675166
2018-02-26,477.950012,482.549988,471.524994,473.024994,458.370148,2112112
2018-02-27,476.500000,479.299988,472.000000,474.950012,460.235535,2879428
2018-02-28,477.450012,479.174988,467.899994,470.149994,455.584167,5119548
2018-03-01,471.899994,476.225006,469.000000,471.399994,456.795502,2772230
2018-03-05,471.399994,472.325012,458.899994,466.049988,451.611206,3747704
2018-03-06,469.000000,476.500000,463.250000,466.399994,451.950348,2929756
2018-03-07,469.000000,476.399994,466.899994,474.774994,460.065887,5695220
2018-03-08,476.500000,482.000000,472.774994,475.325012,460.598907,4238350
2018-03-09,475.000000,477.924988,470.000000,471.500000,456.892395,1464728
2018-03-12,475.000000,488.000000,474.500000,483.825012,468.835510,4946236
2018-03-13,483.825012,484.500000,472.799988,478.500000,463.675507,2513508
2018-03-14,481.000000,484.075012,480.000000,482.524994,467.575775,2354082
2018-03-15,484.000000,486.299988,477.625000,479.575012,464.717224,2590154
2018-03-16,480.000000,489.774994,473.524994,483.799988,468.811340,9482072
2018-03-19,481.350006,481.799988,460.500000,463.250000,448.898010,3318748
2018-03-20,462.500000,473.875000,457.799988,468.600006,454.082275,3707786
2018-03-21,472.500000,474.950012,463.225006,468.674988,454.154877,3818980
2018-03-22,470.500000,474.450012,462.500000,465.274994,450.860229,3095286
2018-03-23,452.500000,480.274994,451.774994,478.700012,463.869324,5478072
2018-03-26,478.600006,485.500000,472.500000,483.524994,468.544800,3571336
2018-03-27,487.500000,489.450012,477.250000,486.024994,470.967377,2495200
2018-03-28,480.774994,490.799988,477.524994,484.299988,469.295837,4620172
2018-04-02,483.149994,492.450012,482.399994,489.750000,474.576996,1295646
2018-04-03,486.250000,494.500000,481.524994,484.625000,469.610779,2036000
2018-04-04,490.500000,490.625000,474.750000,479.625000,464.765656,1804780
2018-04-05,485.000000,492.100006,478.274994,481.024994,466.122253,2805104
2018-04-06,486.000000,486.000000,475.299988,476.325012,461.567932,2515810
2018-04-09,477.149994,481.325012,474.000000,476.625000,461.858643,1708072
2018-04-10,476.549988,480.975006,471.774994,474.225006,459.532959,2431772
2018-04-11,477.500000,488.850006,475.674988,483.649994,468.665955,3716964
2018-04-12,483.975006,506.500000,483.649994,505.024994,489.378784,8182766
2018-04-13,507.250000,510.000000,494.125000,495.625000,480.269958,6361110
2018-04-16,489.500000,503.375000,488.049988,499.950012,484.460968,3824528
2018-04-17,498.524994,508.000000,498.524994,505.500000,489.838989,3729906
2018-04-18,507.450012,507.899994,496.500000,498.424988,482.983185,2008262
2018-04-19,502.500000,510.750000,499.500000,509.274994,493.497040,2301628
2018-04-20,510.000000,537.099976,509.950012,531.174988,514.718628,9490598
2018-04-23,531.000000,554.000000,527.500000,544.000000,527.146301,9086924
2018-04-24,542.450012,549.875000,529.049988,530.974976,514.524780,3993618
2018-04-25,530.924988,540.750000,523.000000,534.400024,517.843689,3002280
2018-04-26,528.000000,544.174988,525.825012,538.650024,521.962036,6052212
2018-04-27,538.500000,545.325012,517.500000,520.825012,504.689240,4764608
2018-04-30,524.450012,539.500000,522.525024,526.375000,510.067291,3147666
2018-05-02,525.000000,525.974976,497.750000,500.250000,484.751678,15014958
2018-05-03,498.500000,498.500000,460.000000,462.850006,448.510345,15276024
2018-05-04,461.475006,472.000000,453.850006,464.924988,450.521088,8365006
2018-05-07,468.399994,470.325012,460.524994,464.100006,449.721619,2576842
2018-05-08,465.100006,466.500000,453.549988,460.049988,445.797119,4080268
2018-05-09,462.000000,468.325012,460.399994,463.750000,450.361389,2757280
2018-05-10,466.450012,468.950012,463.049988,465.100006,451.672455,3741482
2018-05-11,465.600006,469.125000,465.549988,466.424988,452.959229,2117402
2018-05-14,468.700012,468.700012,460.225006,462.649994,449.293182,3132296
2018-05-15,460.149994,466.350006,455.774994,462.500000,449.147461,4239330
2018-05-16,461.250000,465.450012,458.250000,460.125000,446.841125,1963972
2018-05-17,463.450012,463.450012,452.350006,454.875000,441.742615,2899904
2018-05-18,452.500000,459.000000,443.549988,445.350006,432.492676,3517726
2018-05-21,446.000000,450.274994,443.500000,447.975006,435.041870,2942476
2018-05-22,445.174988,455.850006,444.774994,452.450012,439.387634,2485094
2018-05-23,452.500000,459.200012,445.924988,447.174988,434.264893,3734828
2018-05-24,452.975006,458.950012,450.100006,455.850006,442.689514,6309330
2018-05-25,458.950012,461.924988,456.000000,458.000000,444.777466,2089082
2018-05-28,458.000000,458.500000,445.500000,447.250000,434.337799,2651764
2018-05-29,449.500000,454.750000,447.500000,452.549988,439.484711,1985832
2018-05-30,453.500000,455.899994,448.799988,453.674988,440.577240,2374048
2018-05-31,454.000000,457.399994,450.524994,455.174988,442.033997,5618644
2018-06-01,455.000000,461.950012,450.000000,452.424988,439.363434,1939062
2018-06-04,453.500000,458.450012,449.575012,450.350006,437.348297,1505886
2018-06-05,452.975006,455.100006,440.024994,442.524994,429.749176,2547736
2018-06-06,445.975006,458.899994,445.000000,454.475006,441.354187,2337712
2018-06-07,452.500000,463.000000,452.500000,460.674988,447.375153,2137298
2018-06-08,460.500000,467.950012,458.924988,464.350006,450.944092,2268428
2018-06-11,466.500000,471.250000,453.875000,455.799988,442.640930,4105194
2018-06-12,456.475006,462.000000,455.825012,457.399994,444.194763,2961048
2018-06-13,460.000000,462.899994,457.024994,461.850006,448.516296,2113706
2018-06-14,464.000000,470.000000,460.524994,468.475006,454.950012,3755080
2018-06-15,468.475006,477.000000,465.524994,474.149994,460.461151,6186584
2018-06-18,477.250000,478.674988,465.625000,466.600006,453.129181,2653666
2018-06-19,466.450012,470.274994,457.700012,460.225006,446.938232,2812474
2018-06-20,460.500000,464.375000,453.200012,455.475006,442.325348,2820262
2018-06-21,456.049988,458.500000,449.549988,451.274994,438.246582,3208902
2018-06-22,453.524994,460.899994,450.924988,452.399994,439.339050,4036700
2018-06-25,452.450012,458.750000,452.000000,454.450012,441.329895,4255720
2018-06-26,454.500000,457.750000,453.299988,455.200012,442.058258,3249236
2018-06-27,456.100006,462.500000,455.149994,460.524994,447.229523,5751028
2018-06-28,463.225006,464.975006,452.450012,454.799988,441.669800,13566568
2018-06-29,457.049988,464.375000,456.674988,463.125000,449.754456,6059554
2018-07-02,463.500000,466.225006,460.424988,463.049988,449.681641,1776396
2018-07-03,465.000000,469.950012,458.575012,468.750000,455.217102,2054476
2018-07-04,468.475006,469.250000,462.000000,462.825012,449.463104,1547894
2018-07-05,464.049988,467.750000,460.500000,465.524994,452.085144,3416140
2018-07-06,467.500000,474.774994,461.500000,471.950012,458.324707,5055508
2018-07-09,474.500000,482.500000,472.950012,480.774994,466.894897,3711984
2018-07-10,497.500000,497.500000,487.524994,489.774994,475.635040,11042854
2018-07-11,491.850006,500.549988,489.575012,496.725006,482.384491,10209714
2018-07-12,502.975006,509.899994,501.000000,503.024994,488.502563,10093442
2018-07-13,498.500000,498.899994,488.000000,491.674988,477.480255,11524056
2018-07-16,492.500000,495.450012,485.100006,486.049988,472.017609,3404444
2018-07-17,488.600006,492.000000,484.500000,490.149994,475.999268,3241946
2018-07-18,492.950012,498.399994,492.024994,494.950012,480.660675,3784400
2018-07-19,495.000000,497.250000,488.250000,491.049988,476.873260,1501536
2018-07-20,491.799988,502.250000,490.274994,499.600006,485.176453,4379550
2018-07-23,501.500000,505.475006,495.549988,502.424988,487.919830,3296730
2018-07-24,500.750000,504.500000,494.575012,495.799988,481.486115,2925630
2018-07-25,496.500000,496.750000,480.000000,482.149994,468.230194,5643672
2018-07-26,482.149994,483.975006,472.524994,476.299988,462.549103,7970088
2018-07-27,479.500000,484.850006,475.250000,481.725006,467.817444,4929768
2018-07-30,486.500000,490.575012,471.549988,473.575012,459.902832,6447110
2018-07-31,475.174988,483.250000,473.674988,482.549988,468.618652,4771570
2018-08-01,484.000000,490.000000,482.500000,489.325012,475.198120,3568096
2018-08-02,488.000000,492.000000,479.274994,480.250000,467.340118,3200706
2018-08-03,483.024994,484.950012,478.725006,481.825012,468.872803,2289018
2018-08-06,484.000000,484.274994,476.500000,478.250000,465.393890,2165794
2018-08-07,480.450012,485.475006,479.549988,484.399994,471.378571,2235882
2018-08-08,484.500000,484.899994,478.625000,482.274994,469.310669,1517966
2018-08-09,483.975006,483.975006,477.549988,478.325012,465.466858,2005458
2018-08-10,480.649994,483.899994,478.149994,483.000000,470.016174,2417448
2018-08-13,482.975006,492.125000,482.750000,491.500000,478.287720,2885640
2018-08-14,494.075012,501.000000,489.500000,499.850006,486.413269,4962034
2018-08-16,498.899994,507.399994,496.149994,498.625000,485.221191,5908118
2018-08-17,500.000000,503.899994,497.524994,501.524994,488.043213,2960410
2018-08-20,502.500000,503.250000,493.500000,494.125000,480.842163,2829604
2018-08-21,500.899994,507.000000,499.174988,502.299988,488.797394,9839198
2018-08-23,505.000000,514.049988,505.000000,512.825012,499.039459,5537558
2018-08-24,515.224976,519.525024,510.075012,511.674988,497.920380,4540390
2018-08-27,513.000000,520.150024,512.500000,519.500000,505.535034,2488450
2018-08-28,520.000000,523.375000,518.450012,520.375000,506.386475,2626156
2018-08-29,519.150024,520.575012,513.500000,516.424988,502.542664,4063384
2018-08-30,514.500000,516.450012,506.774994,508.274994,494.611816,4883942
2018-08-31,510.500000,527.500000,509.750000,523.224976,509.159882,6558672
2018-09-03,526.500000,530.500000,522.299988,524.575012,510.473602,4454306
2018-09-04,525.575012,539.500000,525.500000,538.174988,523.707886,5584742
2018-09-05,537.900024,543.500000,534.000000,539.474976,524.973022,5701112
2018-09-06,537.500000,544.900024,532.700012,544.400024,529.765686,5991810
2018-09-07,543.474976,543.474976,532.674988,536.974976,522.540283,4379878
2018-09-10,538.500000,548.450012,538.500000,544.349976,529.716980,8205078
2018-09-11,545.000000,549.500000,541.000000,542.549988,527.965393,8472420
2018-09-12,546.000000,549.500000,541.049988,543.400024,528.792603,4139134
2018-09-14,542.000000,544.224976,532.599976,535.349976,520.959045,7290574
2018-09-17,535.025024,542.200012,535.025024,539.200012,524.705505,3018112
2018-09-18,540.000000,545.500000,539.200012,541.950012,527.381531,2745526
2018-09-19,541.500000,549.224976,540.549988,543.650024,529.035828,4439812
2018-09-21,545.500000,546.000000,539.275024,542.450012,527.868042,6595630
2018-09-24,542.950012,553.000000,540.275024,548.150024,533.414856,4432578
2018-09-25,551.000000,562.525024,547.150024,558.174988,543.170471,5664544
2018-09-26,560.049988,560.424988,542.575012,545.075012,530.422485,2870394
2018-09-27,546.974976,552.224976,544.250000,546.099976,531.420044,5731064
2018-09-28,546.049988,549.875000,542.750000,543.900024,529.279114,4445086
2018-10-01,542.599976,550.500000,540.500000,549.200012,534.436646,3406600
2018-10-03,549.950012,550.849976,536.900024,545.650024,530.982117,4730720
2018-10-04,542.424988,546.424988,530.500000,538.549988,524.072937,3891118
2018-10-05,536.000000,549.000000,535.049988,542.000000,527.430176,2895914
2018-10-08,535.000000,542.275024,524.000000,536.049988,521.640076,2311830
2018-10-09,533.250000,539.525024,521.724976,534.200012,519.839844,2694524
2018-10-10,529.500000,531.525024,519.275024,525.900024,511.763062,4523678
2018-10-11,512.750000,512.750000,499.000000,504.500000,490.938263,6266576
2018-10-12,501.649994,503.500000,487.250000,492.575012,479.333801,4651748
2018-10-15,490.000000,503.075012,490.000000,501.475006,487.994537,3614908
2018-10-16,500.000000,506.250000,494.524994,501.700012,488.213531,3003220
2018-10-17,503.500000,518.000000,503.500000,512.125000,498.358276,3253970
2018-10-19,508.000000,509.700012,476.649994,479.250000,466.367035,6869592
2018-10-22,482.000000,493.950012,478.575012,490.024994,476.852325,3774108
2018-10-23,485.000000,491.799988,473.799988,475.774994,462.985413,2948962
2018-10-24,487.500000,495.274994,472.899994,490.350006,477.168549,8442982
2018-10-25,489.399994,505.725006,484.000000,502.424988,488.919006,6176258
2018-10-26,499.975006,499.975006,481.000000,483.299988,470.308136,3615756
2018-10-29,482.600006,495.975006,476.875000,492.825012,479.577087,2786080
2018-10-30,493.649994,508.475006,488.350006,502.424988,489.913086,6121068
2018-10-31,502.649994,532.849976,501.000000,527.799988,514.656250,6582228
2018-11-01,527.500000,528.724976,501.750000,504.450012,491.887695,3946070
2018-11-02,508.000000,514.750000,497.575012,502.299988,489.791229,5575206
2018-11-05,502.750000,512.075012,501.899994,510.375000,497.665131,1938928
2018-11-06,511.375000,521.000000,506.799988,514.450012,501.638641,2921884
2018-11-07,514.500000,517.424988,513.375000,515.775024,502.930695,139254
2018-11-09,521.500000,523.500000,506.750000,513.950012,501.151093,7343566
